buy,sell,total_ret,cagr,max_dd,sharpe
1.16,0.98,508.6,7.2,-54.0,0.25
1.13,0.99,508.54,7.2,-54.0,0.25
1.12,0.9,507.97,7.19,-55.12,0.24
1.14,0.99,507.84,7.19,-54.0,0.25
1.11,0.95,507.36,7.19,-54.0,0.24
1.16,0.9,505.71,7.18,-54.0,0.24
1.15,0.9,505.3,7.17,-54.0,0.24
1.15,0.98,504.84,7.17,-54.0,0.25
1.16,0.95,502.5,7.15,-54.0,0.25
1.14,0.9,501.46,7.15,-54.0,0.24
1.16,0.97,501.46,7.15,-54.0,0.25
1.11,0.91,500.94,7.14,-59.92,0.24
1.17,0.93,500.54,7.14,-54.0,0.25
1.14,0.98,500.13,7.14,-54.0,0.25
1.12,0.91,498.96,7.13,-59.15,0.24
1.15,0.97,497.9,7.12,-54.0,0.25
1.13,0.98,496.92,7.12,-54.0,0.25
1.12,1.0,496.36,7.11,-54.0,0.25
1.15,0.95,495.33,7.1,-54.0,0.25
1.18,0.99,495.19,7.1,-54.0,0.25
1.11,0.97,495.09,7.1,-54.0,0.24
1.17,0.96,494.45,7.1,-54.0,0.25
1.16,0.91,494.36,7.1,-54.0,0.24
1.15,0.91,493.98,7.1,-54.0,0.24
1.14,0.97,493.43,7.09,-54.0,0.25
1.18,0.94,493.31,7.09,-54.0,0.24
1.19,1.0,492.77,7.09,-54.0,0.25
1.17,0.92,492.63,7.09,-54.0,0.24
1.14,0.91,490.38,7.07,-54.0,0.24
1.13,0.97,489.82,7.07,-54.0,0.24
1.18,0.98,489.81,7.07,-54.0,0.25
1.12,0.95,488.41,7.06,-54.0,0.24
1.18,0.97,487.24,7.05,-54.0,0.25
1.14,0.95,486.43,7.04,-54.0,0.24
1.16,0.96,486.35,7.04,-54.0,0.24
1.1,0.96,485.57,7.04,-54.0,0.24
1.17,0.9,483.74,7.02,-54.0,0.24
1.18,0.93,481.49,7.01,-54.0,0.24
1.15,0.96,480.05,7.0,-54.0,0.24
1.19,0.94,479.69,7.0,-54.0,0.24
1.17,0.95,477.54,6.98,-54.0,0.24
1.19,0.99,477.04,6.98,-54.0,0.25
1.18,0.92,474.72,6.96,-54.0,0.24
1.12,0.99,474.57,6.96,-54.0,0.24
1.18,0.96,474.38,6.96,-54.0,0.24
1.19,0.98,473.17,6.95,-54.0,0.24
1.17,0.91,472.77,6.95,-54.0,0.24
1.14,0.96,472.7,6.95,-54.0,0.24
1.19,0.93,471.85,6.94,-54.0,0.24
1.19,0.97,470.84,6.93,-54.0,0.24
1.18,0.9,469.65,6.92,-54.0,0.23
1.19,0.92,465.64,6.89,-54.0,0.24
1.12,0.98,462.76,6.87,-54.0,0.23
1.18,0.95,461.73,6.87,-54.0,0.24
1.19,0.96,460.5,6.86,-54.0,0.24
1.18,0.91,459.97,6.85,-54.0,0.23
1.19,0.9,456.4,6.83,-54.0,0.23
1.13,0.96,454.9,6.82,-54.0,0.23
1.19,0.91,452.8,6.8,-54.0,0.23
1.19,0.95,450.3,6.78,-54.0,0.23
1.11,0.96,449.69,6.78,-54.0,0.23
1.12,0.97,445.82,6.75,-54.0,0.23
1.12,0.96,422.44,6.57,-54.0,0.22
